No,lat,lng,名称,写真,説明
28,35.92617,136.162,ジャムハウス前の自動販売機,R7_tanken_28.JPG,この自動販売機はとてもめずらしく、ジュースや水だけではなく、お菓子も売っています。値段はほとんど100円です。
41,35.92475,136.1603,業務スーパー横の自動販売機,R7_tanken_41.JPG,急いでいる時やのどがかわいた時など熱中症にならないようにしましょう。業務スーパーだとレジにならばないといけないけれど、自動販売機だとならばずに早く買えます。
